id,title,category,subcategory,description,short_description,tags,review_summary,review_keywords,rating_estimate,review_count_estimate,address,city,state,zip,latitude,longitude,website,phone,image,popularity_score,price_level,family_friendly,outdoor,seasonal_tags,SUNDAYhours,MONDAYhours,TUESDAYhours,WEDNESDAYhours,THURSDAYhours,FRIDAYhours,SATURDAYhours
mi_096,Island Corporate Center,Professional Services,Spa,Managed office space provider hosting local professionals and remote workers.,Managed office space provider hosting local professionals and remote workers.,"professional-services,spa","Modern professional office hub; frequently cited for its convenient location and high-quality, welcoming facility management.","Professional hub, convenient, modern, welcoming",4.4,25,7525 Southeast 24th Street,Mercer Island,Washington,98040,47.5887073,-122.2386608,,,,,,,,,,,,,,,
mi_097,The UPS Store,Local Services,Shipping,"Shipping and business services, including mailboxes, packaging, and printing.","Shipping and business services, including mailboxes, packaging, and printing.","services,shipping,printing",High-volume shipping center; reviews highlight efficient service during busy times but occasionally note firm franchise-specific policies.,"Shipping hub, efficient, central, reliable",3.5,225,7683 Southeast 27th Street,Mercer Island,Washington,98040,47.5864429,-122.2355163,,,,,,,,,10:00am-4:00pm,7:30am-5:30pm,7:30am-5:30pm,7:30am-5:30pm,7:30am-5:30pm,7:30am-5:30pm,9:00am-5:00pm
mi_098,Postal Service (USPS Mercer Island),Local Services,Shipping,Local post office providing mail services and shipping.,Local post office providing mail services and shipping.,"services,shipping","Central post office location; while convenient for PO boxes, users often report variable wait times and high-traffic periods.","PO boxes, central, high-traffic, government service",2.5,100,3040 78th Ave Southeast,Mercer Island,Washington,98040,47.5823999,-122.2333476,,,,,,,,,Closed,8:30am-5:30pm,8:30am-5:30pm,8:30am-5:30pm,8:30am-5:30pm,8:30am-5:30pm,10:00am-2:00pm
mi_099,Village Cleaners,Local Services,Dry Cleaning,Dry cleaning and laundry service offering clothing care and alterations.,Dry cleaning and laundry service offering clothing care and alterations.,"services,dry-cleaning,laundry",Reliable local dry cleaner; customers appreciate the clean facility and the convenience of professional garment care.,"Clean, professional, dry cleaning, reliable",4.5,10,8415 Southeast 68th Street,Mercer Island,Washington,98040,47.5417512,-122.2258005,,,,,,,,,Closed,8:00am-6:30pm,8:00am-6:30pm,8:00am-6:30pm,8:00am-6:30pm,8:00am-6:30pm,9:00am-5:00pm
mi_100,Puppy Bubbles,Local Services,Pet Supplies,"Dog grooming and pet care services, including baths and haircuts.","Dog grooming and pet care services, including baths and haircuts.","services,pet-supplies,pet,haircuts,pets",Beloved dog grooming spot; owners praise the staff for clearly loving dogs and providing consistently 'tidy' results.,"Dog grooming, tidy results, pet lovers, friendly",4.5,75,7513 Southeast 27th Street,Mercer Island,Washington,98040,47.5864885,-122.2381752,,,,,,,,,Closed,8:00am-5:00pm,8:00am-5:00pm,8:00am-5:00pm,8:00am-5:00pm,8:00am-5:00pm,8:00am-4:00pm
mi_101,AC Electric LLC,Local Services,Electrical,Electrical services company providing residential and commercial work.,Electrical services company providing residential and commercial work.,"services,electrical",Highly rated local electricians; praised for being trusted experts who handle everything from small repairs to large remodels.,"Trusted expert, electrical repair, local, professional",5,5,2227 72nd Ave Southeast,Mercer Island,Washington,98040,47.5907256,-122.2435239,,,,,,,,,Closed,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,Closed
mi_102,Old World Handyman,Local Services,Plumbing,Plumbing service offering repair and installation for homes and businesses.,Plumbing service offering repair and installation for homes and businesses.,"services,plumbing",Known for high-quality craftsmanship and punctuality; a go-to resource for homeowners needing detailed home repairs.,"Master craftsman, punctual, quality repair, detailed",5,50,7704 Southeast 34th Street,Mercer Island,Washington,98040,47.5801388,-122.2356422,,,,,,,,,Closed,8:00am-5:00pm,8:00am-5:00pm,8:00am-5:00pm,8:00am-5:00pm,8:00am-5:00pm,Closed
mi_103,Mercer Island Heating & Air Conditioning,Local Services,HVAC,HVAC provider specializing in repair and maintenance of heating systems.,HVAC provider specializing in repair and maintenance of heating systems.,"services,hvac",Leading local HVAC contractor with decades of experience; known for a 100% satisfaction guarantee and technical expertise.,"HVAC expert, trusted, 24/7 emergency, reliable",4.7,15,9115 Fortuna Drive,Mercer Island,Washington,98040,47.5805486,-122.2148873,,,,,,,,,24/7,24/7,24/7,24/7,24/7,24/7,24/7
mi_104,Early World Montessori,Local Services,Childcare,Early childhood education and childcare facility.,Early childhood education and childcare facility.,"services,childcare,children",Highly regarded private preschool following the Montessori method; parents value the structured and self-sufficient environment.,"Montessori, private preschool, self-sufficient, structured",5,5,3027 80th Ave Southeast,Mercer Island,Washington,98040,47.582821,-122.2320333,https://www.earlyworldmontessori.com/,,,,,,,,Closed,7:00am-6:00pm,7:00am-6:00pm,7:00am-6:00pm,7:00am-6:00pm,7:00am-6:00pm,Closed
mi_105,Country Village Day School,Local Services,Preschool,Private preschool and early education center.,Private preschool and early education center.,"services,preschool","Long-standing neighborhood preschool; while praised for its community feel, some reviews highlight challenges with high turnover.","Community feel, neighborhood school, preschool, long-standing",4.2,10,Southeast 36th Street,Mercer Island,Washington,98040,47.5775598,-122.212189,,,,,,,,,Closed,6:30am-6:00pm,6:30am-6:00pm,6:30am-6:00pm,6:30am-6:00pm,6:30am-6:00pm,Closed
mi_106,Youth Theatre Northwest,Arts / Education / Community,Theater,Nonprofit youth theater offering training and stage productions.,Nonprofit youth theater offering training and stage productions.,"community,theater",A cherished community asset for youth arts; praised for its high-quality productions and for building confidence in young performers.,"Skill-building, creative, confidence, engaging",4.9,50,4400 86th Ave Southeast,Mercer Island,Washington,98040,47.5663385,-122.2239318,https://youththeatre.org/,,,,,,,,Closed,12:00pm-6:00pm,12:00pm-6:00pm,12:00pm-6:00pm,12:00pm-6:00pm,12:00pm-6:00pm,Closed
mi_107,Children's Dance Conservatory,Arts / Education / Community,Dance,Ballet school providing classical and contemporary dance instruction.,Ballet school providing classical and contemporary dance instruction.,"community,dance",Award-winning studio recognized as a local leader in dance education; known for a verified 95%+ quality and satisfaction score.,"Elite, satisfaction, professional excellence, award-winning",3.4,5,8635 Southeast 68th Street,Mercer Island,Washington,98040,47.5416967,-122.2223549,,,,,,,,,Closed,3:00pm-8:00pm,3:00pm-8:00pm,3:00pm-8:00pm,3:00pm-8:00pm,3:00pm-7:00pm,9:00am-2:00pm
mi_108,Mercer Island Library,Arts / Education / Community,Library,"Public library branch offering books, media, and community programs.","Public library branch offering books, media, and community programs.","community,library,books",Highly valued for its peaceful environment and helpful staff; consistently recognized as a 'Five Star Library' for its quality services.,"Five Star, systematic, community-focused, quiet",4.6,100,4400 88th Avenue Southeast,Mercer Island,Washington,98040,47.5669915,-122.221171,,,,,,,,,11:00am-6:00pm,10:00am-6:00pm,12:00pm-8:00pm,12:00pm-8:00pm,10:00am-6:00pm,10:00am-6:00pm,11:00am-6:00pm
mi_109,Mercer Island Community Center,Arts / Education / Community,Spa,Community hub offering recreational activities and event spaces.,Community hub offering recreational activities and event spaces.,"community,spa,event-spaces",Versatile venue with stunning views of Lake Washington; praised for its modern amenities and for being a highly customizable event space.,"Stunning views, customizable, upscale amenities, professional staff",4.6,350,8236 Southeast 24th Street,Mercer Island,Washington,98040,47.5898601,-122.2273463,,,,,,,,,Closed,10:00am-7:00pm,10:00am-7:00pm,10:00am-7:00pm,10:00am-7:00pm,10:00am-5:00pm,10:00am-5:00pm
mi_110,Stroum Jewish Community Center,Arts / Education / Community,Community Center,"Community center offering fitness, education, and cultural programs.","Community center offering fitness, education, and cultural programs.","community,community-center","Comprehensive fitness and culture hub; highly regarded for its supportive environment, newly remodeled auditorium, and inclusive community focus.","Inclusive, supportive, state-of-the-art, diverse programming",4.4,50,3801 East Mercer Way,Mercer Island,Washington,98040,47.5755543,-122.2082835,https://sjcc.org/,,,,,,,,7:00am-6:00pm,6:00am-9:00pm,6:00am-9:00pm,6:00am-9:00pm,6:00am-9:00pm,6:00am-6:00pm,8:00am-6:00pm
mi_111,Boys & Girls Club of Mercer Island,Arts / Education / Community,Community,Youth organization providing after-school programs and sports.,Youth organization providing after-school programs and sports.,"community,after-school","Reliable after-school and summer resource; known for providing a safe, inclusive environment where kids can develop new skills and confidence.","Inclusive, supportive, safe, skill-building",4.7,25,4120 86th Ave Southeast,Mercer Island,Washington,98040,47.5726441,-122.2238162,https://positiveplace.org/clubs/mercer-island/,,,,,,,,Closed,7:00am-6:00pm,7:00am-6:00pm,7:00am-6:00pm,7:00am-6:00pm,7:00am-6:00pm,Closed
mi_112,Mercer Island Thrift Shop,Arts / Education / Community,Thrift,Community store selling donated clothing and household items.,Community store selling donated clothing and household items.,"community,thrift","A beloved local institution; praised for its high-quality donated goods, organized layout, and for being a significant community supporter.","Organized, high-quality, community support, institution",3.9,250,7710 Southeast 34th Street,Mercer Island,Washington,98040,47.5801652,-122.2345379,https://www.mercerislandthrift.org/,,,,,,,,10:00am-5:00pm,10:00am-5:00pm,10:00am-5:00pm,10:00am-5:00pm,10:00am-5:00pm,10:00am-5:00pm,10:00am-5:00pm
mi_113,Mercer Island Farmers Market,Arts / Education / Community,Farmers Market,Seasonal outdoor market featuring local produce and artisanal goods.,Seasonal outdoor market featuring local produce and artisanal goods.,"community,farmers-market,seasonal","A seasonal summer tradition; lauded for its high-quality local produce, live music, and family-friendly atmosphere at Mercerdale Park.","Summer tradition, live music, local produce, family-friendly",4.6,150,7700 SE 32nd St,Mercer Island,Washington,98040,47.5819338,-122.2350073,https://www.mifarmersmarket.org/,,,,,,true,seasonal,10:00am-3:00pm,Closed,Closed,Closed,Closed,Closed,Closed
mi_114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mi_115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mi_116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mi_117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mi_118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mi_119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mi_120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mi_121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mi_122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mi_123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mi_124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mi_125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mi_126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mi_127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mi_128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
